ID;OLT;Hora;F/S/P;ONT ID;MAC;CLIENTE;S/N;RX (dBm);TX (dBm);Status;Primária;Secundária;Porta Sec.;Descrição OLT;Mudanças
67466;99;2025-07-08 10:28:09.711191;0/0/7;19;;;4857544318336F9A;;;offline;3A222;3A222-S7;P9;3A222S7 P9;Não
67465;99;2025-07-08 10:28:04.067557;0/0/6;9;;;4857544353FDFB9E;;;offline;1A331;1A331-S3;P9;1A331S3 P9;Não
67464;99;2025-07-08 10:27:56.325975;0/0/4;8;;;4857544306627E4A;;;offline;6A437;6A437-S3;P2;6A437S3 P2;Não
67463;99;2025-07-08 10:27:52.289737;0/0/3;35;;;48575443C1B4B89C;;;offline;6A328;6A328-S5;P9;6A328S5 P9;Não
67462;99;2025-07-08 10:27:52.043906;0/0/3;34;;;48575443C959902F;;;offline;6A328;6A328-S5;P10;6A328S5 P10;Não
67461;99;2025-07-08 10:27:51.744154;0/0/3;1;;;485754437F597A9F;;;offline;6A328;6A328-S2;P8;6A328S2 P8;Não
67460;99;2025-07-08 10:27:44.655174;0/0/1;93;;;48575443A6D22B9D;;;offline;3A18;3A18-S4;P12;3A18S4 P12;Não
67459;99;2025-07-08 10:27:44.497304;0/0/1;54;;;485754434C773E93;;;offline;3A18;3A18-S1;P12;3A18S1 P12;Não
67458;99;2025-07-08 10:27:43.861419;0/0/2;50;;;485754433AE23B7B;;;offline;5A11;5A11-S5;P4;5A11S5 P4;Não
67457;99;2025-07-08 10:27:41.385546;0/0/0;76;;;4857544351CCFC9B;;;offline;1A12;1A12-S7;P12;1A12S7 P12;Não
67456;99;2025-07-08 10:27:41.223009;0/0/0;25;;;48575443EAEF162C;;;offline;1A12;1A12-S2;P7;1A12S2 P7;Não
67455;99;2025-07-08 10:23:13.551885;0/1/8;19;;;485754431A32079A;;;offline;1C886;1C886-S1;P12;1C886S1 P12;Não
67454;99;2025-07-08 10:23:10.517706;0/1/7;65;;;48575443A5AE359A;;;offline;1C885;1C885-S8;P8;1C885S8 P8;Não
67453;99;2025-07-08 10:23:10.302457;0/1/7;34;;;48575443F6D0A7AB;;;offline;1C885;1C885-S8;P4;1C885S8 P4;Não
67452;99;2025-07-08 10:23:04.073741;0/1/6;86;;;48575443FE13F92C;;;offline;3A223;3A223-S4;P4;3A223S4 P4;Não
67451;99;2025-07-08 10:23:03.318603;0/1/5;108;;;485754433DBE6B9C;;;offline;6A440;6A440-S5;P7;6A440S5 P7;Não
67450;99;2025-07-08 10:23:03.118484;0/1/5;88;;;48575443D5837E9B;;;offline;6A440;6A440-S4;P14;6A440S4 P14;Não
67449;99;2025-07-08 10:23:02.908150;0/1/5;51;;;485754431A26259C;;;offline;6A440;6A440-S8;P7;6A440S8 P7;Não
67448;99;2025-07-08 10:23:02.558563;0/1/5;40;;;4857544386AF7A9E;;;offline;6A440;6A440-S6;P7;6A440S6 P7;Não
67447;99;2025-07-08 10:23:02.062865;0/1/5;21;;;485754432B4F5F9B;;;offline;6A440;6A440-S2;P5;6A440S2 P5;Não
67446;99;2025-07-08 10:22:59.222087;0/1/4;102;;;48575443E064029B;;;offline;6A439;6A439-S1;P12;6A439S1 P12;Não
67445;99;2025-07-08 10:22:58.857801;0/1/4;61;;;485754437B0E8F9B;;;offline;LUCENIR MARTINS DE ME;N/A;N/A;LUCENIR MARTINS DE ME;Não
67444;99;2025-07-08 10:22:53.213515;0/1/3;88;;;48575443A1C7F39C;;;offline;3A216;3A216-S1;P13;3A216S1 P13;Não
67443;99;2025-07-08 10:22:52.912612;0/1/3;64;;;48575443116DBE9E;;;offline;3A216;3A216-S1;P12;3A216S1 P12;Não
67442;99;2025-07-08 10:22:52.101910;0/1/2;61;;;48575443F788819E;;;offline;1A325;1A325-S7;P8;1A325S7 P8;Não
67421;99;2025-07-08 10:00:46.701243;0/2/15;48;;;48575443ADA4519F;;;offline;1A16;1A16-S2;P11;1A16S2 P11;Não
67420;99;2025-07-08 10:00:46.449253;0/2/15;44;;;485754437C95C99C;;;offline;1A16;1A16-S2;P6;1A16S2 P6;Não
67419;99;2025-07-08 10:00:44.411719;0/2/14;21;;;48575443A8624782;;;offline;2A327;2A327-S9;P2;2A327S9 P2;Não
67418;99;2025-07-08 10:00:44.138680;0/2/14;3;;;485754432895F89E;;;offline;2A327;2A327-S10;P3;2A327S10 P3;Não
67417;99;2025-07-08 10:00:35.277643;0/2/11;15;;;485754434BDDE09E;;;offline;1B439;1B439-S5;P3;1B439S5 P3;Não
67416;99;2025-07-08 10:00:27.779863;0/2/10;49;;;4857544355F37F9E;;;offline;1A214;1A214-S2;P3;1A214S2 P3;Não
